Age,AnnualIncome,SpendingScore,OnlineShoppingFrequency,CreditCardUsage,CustomerValueScore,CustomerID,Gender
33,30002,56.0,1,9.22,31.157494555138744,7359,Male
51,119985,23.0,5,10.16,38.809174367109215,7360,Male
27,29993,52.0,1,6.13,24.426157414944953,7361,Male
21,30000,46.0,8,6.41,31.901938730822447,7362,Female
20,30002,47.0,4,2.48,16.58765615491445,7363,Female
25,30006,51.0,6,1.18,19.715271881394663,7364,Male
18,29999,56.0,2,0.45,24.358622120920682,7365,Male
72,120013,26.0,10,1.74,40.69708742104523,7366,Female
49,70000,68.0,7,12.15,49.57226051408965,7367,Female
43,69993,86.0,10,11.8,43.33524564558907,7368,Male
26,29992,45.0,7,2.95,22.19921443236414,7369,Female
38,30002,48.0,1,9.95,13.273951645956988,7370,Male
75,120009,25.0,10,21.04,34.861502933024425,7371,Male
57,119991,30.0,1,11.59,19.608500338243143,7372,Female
24,29997,57.0,2,2.19,23.32684467516415,7373,Female
60,120006,16.0,6,8.94,39.337537771804236,7374,Female
18,30000,62.0,1,2.57,29.708730610258513,7375,Female
42,70014,67.0,5,2.59,51.231365221335516,7376,Female
65,120014,30.0,1,12.11,46.736013665334326,7377,Male
52,120005,40.0,6,9.04,36.040896532810265,7378,Male
45,120009,26.0,1,13.44,32.78541801794465,7379,Male
74,120006,33.0,1,18.54,34.64175826334789,7380,Female
18,30001,47.0,8,1.43,16.1368155517345,7381,Female
28,30005,51.0,5,1.47,18.91896541108337,7382,Male
68,119994,42.0,9,10.42,48.37966415788755,7383,Male
59,119990,22.0,1,14.61,36.2220532005368,7384,Male
47,69999,66.0,1,3.45,47.792812845928985,7385,Male
41,70001,68.0,2,3.74,50.35303932314295,7386,Female
57,120008,30.0,4,8.96,29.539454986545586,7387,Male
56,69997,78.0,9,14.94,54.5490766685036,7388,Male
34,70005,66.0,8,6.11,50.260664563996684,7389,Male
46,70001,64.0,10,7.48,48.63867938116779,7390,Female
27,29994,56.0,8,10.79,16.6038903139095,7391,Female
80,119998,34.0,1,13.28,49.98471201438779,7392,Male
38,69995,66.0,3,2.81,52.77651615336289,7393,Male
42,69991,78.0,8,8.2,43.4190098834449,7394,Female
78,119981,41.0,5,18.71,39.32049263658998,7395,Female
55,119989,42.0,8,1.8,30.156084395480107,7396,Female
36,70002,67.0,5,1.32,50.36945059006312,7397,Female
49,70003,71.0,10,25.04,51.0871313145111,7398,Female
36,69989,74.0,3,18.1,63.76853022668259,7399,Male
57,120018,20.0,7,0.24,37.62702454164868,7400,Female
38,70013,86.0,5,9.29,51.09015707623908,7401,Female
28,30002,47.0,1,19.44,19.29425163828597,7402,Female
76,120007,29.0,9,11.5,38.577838328710804,7403,Female
67,119985,53.0,7,26.07,37.33895774221138,7404,Female
36,69994,67.0,10,9.88,51.60386114153156,7405,Female
52,69995,64.0,4,11.36,50.40720071031959,7406,Female
69,120001,39.0,10,2.23,47.70260671456249,7407,Male
61,119989,31.0,9,25.53,39.426122635382754,7408,Female
30,70008,89.0,3,0.53,47.817225629279946,7409,Male
46,70004,70.0,10,12.63,41.468955434905254,7410,Male
56,120008,33.0,10,14.13,33.49918736715247,7411,Male
21,29996,52.0,1,7.97,17.330776780925408,7412,Male
18,30006,51.0,3,7.29,27.62319298241378,7413,Male
23,30002,50.0,7,2.91,11.979394937648376,7414,Male
20,30002,49.0,8,2.68,12.74536054444388,7415,Male
45,70005,69.0,10,8.09,58.09322936183169,7416,Male
24,29995,45.0,2,0.21,14.325129175503713,7417,Male
19,29996,57.0,6,0.25,22.54844615612328,7418,Female
58,120000,31.0,3,3.1,40.728788355925744,7419,Male
77,120012,22.0,10,3.12,33.3613387602478,7420,Male
26,30007,50.0,10,6.5,20.617287780845714,7421,Male
21,29994,53.0,4,1.58,19.954718681885094,7422,Female
66,120002,37.0,1,2.04,44.815833644037475,7423,Male
63,119992,27.0,10,15.09,42.97314020281223,7424,Female
53,69998,65.0,9,16.36,49.28742051636486,7425,Male
49,69999,72.0,1,6.98,50.948367132733885,7426,Male
80,119987,25.0,1,1.59,52.23436910365644,7427,Male
25,30003,45.0,1,6.37,12.410254425266483,7428,Female
66,119982,22.0,10,3.58,38.300685484305774,7429,Female
66,69998,77.0,10,14.45,44.87931742580877,7430,Female
67,120011,27.0,8,14.32,41.88587763559934,7431,Male
80,119997,36.0,1,7.85,35.03089929813007,7432,Female
37,69987,75.0,10,26.28,57.483637609876965,7433,Female
25,29999,50.0,2,1.28,9.57103780547498,7434,Male
20,30005,45.0,2,7.44,20.173706167695123,7435,Male
23,29999,43.0,1,2.02,16.161012174479357,7436,Male
60,119992,36.0,1,12.49,35.71634217223411,7437,Female
45,120000,19.0,10,20.41,38.72347903370734,7438,Male
50,70000,65.0,1,11.38,55.33817593759068,7439,Male
68,119996,21.0,1,7.56,43.44195333368147,7440,Female
61,120011,17.0,1,1.84,28.096670748956498,7441,Male
42,70007,58.0,1,15.26,43.30958337078375,7442,Male
56,119998,17.0,10,16.38,28.395212130289288,7443,Male
25,30000,53.0,8,13.67,16.768212314253184,7444,Male
78,119992,40.0,1,6.02,28.555919780428223,7445,Male
56,70011,57.0,1,1.25,35.767162575266944,7446,Female
18,30000,48.0,10,10.06,23.926728015051417,7447,Female
71,120006,37.0,10,10.99,30.028154879975478,7448,Male
56,119990,18.0,10,1.13,45.59847987770257,7449,Female
25,29999,53.0,5,0.25,24.628812252284888,7450,Female
24,30011,41.0,1,2.32,19.01235331265416,7451,Female
49,69998,73.0,10,7.39,44.4681985586199,7452,Female
51,70001,81.0,10,3.31,51.989838826393196,7453,Male
64,120000,9.0,1,1.56,40.9774308988285,7454,Male
34,70009,67.0,6,3.16,53.56680982295126,7455,Male
27,30001,48.0,8,11.16,18.520142480569007,7456,Male
48,69999,64.0,8,8.72,64.8003574283407,7457,Female
47,69989,54.0,5,11.67,52.069905557767655,7458,Male
40,70004,63.0,10,0.39,48.454876592772465,7459,Female
48,69997,65.0,1,13.78,39.08909480266289,7460,Female
23,30005,53.0,10,5.92,18.203539546064704,7461,Male
51,70006,63.0,8,1.21,53.42077168489655,7462,Female
73,120033,44.0,1,26.74,45.79928863907516,7463,Male
24,30000,50.0,6,2.42,21.073565915852633,7464,Female
72,119991,28.0,2,0.7,63.01694951280328,7465,Male
33,29998,63.0,5,1.81,16.831800670447112,7466,Female
30,30001,49.0,10,2.85,21.65836980817639,7467,Male
37,70002,71.0,1,15.56,51.079113651418524,7468,Female
46,70007,70.0,10,10.37,48.88587202900044,7469,Male
35,70015,65.0,10,12.73,39.924297880685145,7470,Female
71,120002,40.0,3,23.2,47.148804345786274,7471,Male
30,29998,42.0,3,10.5,24.251108710567465,7472,Female
75,120002,33.0,4,10.59,51.26343440160244,7473,Male
27,30004,47.0,2,0.13,22.682069499456716,7474,Female
57,119999,31.0,1,0.32,39.17283122426345,7475,Female
58,119990,25.0,5,18.11,24.958881805554096,7476,Male
39,120002,29.0,4,9.57,52.72915034719537,7477,Female
19,29994,51.0,3,1.29,25.109815775300017,7478,Female
51,69993,62.0,10,1.3,41.63431482184406,7479,Female
49,69998,81.0,5,12.84,41.37904828380672,7480,Female
18,29986,54.0,6,1.87,26.94512181481381,7481,Male
27,30009,57.0,8,3.76,27.005346778135856,7482,Male
51,69996,81.0,10,6.45,48.95042368257645,7483,Male
32,30011,50.0,8,0.7,24.414624027933762,7484,Male
49,70000,70.0,7,4.92,45.13061758278074,7485,Male
42,69987,71.0,10,24.94,41.173930219487055,7486,Female
18,30009,53.0,4,2.98,22.52932179058078,7487,Female
23,29995,51.0,9,1.06,18.548085041746017,7488,Female
47,70006,72.0,10,7.41,57.934613714704966,7489,Male
53,69993,72.0,10,1.17,33.76662996201658,7490,Male
27,30000,55.0,3,0.09,22.117766980177354,7491,Female
58,120013,18.0,1,14.88,24.31313305123955,7492,Male
53,69999,71.0,1,5.45,33.904000255151125,7493,Female
30,29994,50.0,6,1.27,23.859252429033972,7494,Male
23,30009,46.0,9,4.78,26.307596262677578,7495,Female
62,120016,37.0,1,7.66,50.739113462487786,7496,Male
52,69995,75.0,10,3.51,51.23080688323758,7497,Male
59,70004,69.0,3,13.29,59.067251192925355,7498,Female
21,30001,55.0,1,5.21,24.356768378655087,7499,Female
62,69998,68.0,8,4.54,56.32401918467519,7500,Male
44,70003,60.0,8,1.8,50.4373692343191,7501,Female
29,70015,76.0,8,1.13,46.49546107095629,7502,Male
56,120004,17.0,10,6.25,47.07184163621674,7503,Female
33,29998,56.0,10,7.99,17.841898436409757,7504,Male
59,69994,81.0,1,2.8,52.383729107914554,7505,Male
27,30005,52.0,3,5.78,24.300425338714103,7506,Male
30,69999,60.0,7,0.21,44.75328119551037,7507,Female
25,29996,55.0,6,1.68,24.202838488958356,7508,Female
34,29999,36.0,4,3.67,6.914434412843946,7509,Female
23,29997,45.0,1,17.75,26.22339790368393,7510,Female
40,69990,66.0,10,0.82,67.03693317493929,7511,Male
35,70009,88.0,10,13.87,44.8232277485607,7512,Male
23,30000,45.0,3,1.17,16.823473151891676,7513,Male
56,119996,27.0,1,11.22,41.28044296324626,7514,Male
47,69992,78.0,10,12.07,47.02411392725064,7515,Female
21,30000,53.0,7,0.38,25.987472582821816,7516,Female
20,29994,60.0,7,1.17,24.08301785178856,7517,Female
62,119999,42.0,4,2.91,48.08653563879403,7518,Female
80,120001,33.0,10,23.37,41.282045246270535,7519,Female
41,69998,66.0,3,0.15,43.91648209220652,7520,Male
33,30005,55.0,3,1.19,18.238913405512715,7521,Male
55,120004,23.0,1,6.42,7.533616188899188,7522,Female
26,29999,41.0,5,7.12,24.72816713783815,7523,Female
41,69996,79.0,2,5.23,55.949256879272404,7524,Female
48,69995,69.0,10,13.86,40.572227072651756,7525,Male
22,29997,51.0,2,9.91,25.9403093812553,7526,Male
20,29997,48.0,1,1.09,14.33084821596823,7527,Male
69,119996,30.0,1,2.07,57.6709832118064,7528,Female
54,69986,73.0,10,5.28,44.221665881978666,7529,Female
23,29999,55.0,4,8.12,27.689274756632408,7530,Male
51,119992,24.0,10,2.03,43.84689417102348,7531,Male
48,69990,69.0,5,7.5,43.93389924785417,7532,Male
59,69987,89.0,10,3.39,53.12986229480943,7533,Male
52,69996,72.0,7,10.46,30.312883398624972,7534,Female
21,29993,50.0,3,19.89,23.382537382199875,7535,Female
63,120000,19.0,4,18.33,47.20559582209339,7536,Male
22,29999,57.0,1,13.64,16.275636073618628,7537,Female
51,120007,29.0,10,3.74,54.220792636046866,7538,Male
53,70006,78.0,1,1.36,67.98619815056456,7539,Female
21,29997,55.0,6,0.51,20.0882090436751,7540,Male
73,119999,41.0,2,7.65,43.70854762421203,7541,Female
26,69996,76.0,7,4.28,57.7170500415363,7542,Male
44,69985,66.0,5,11.01,54.0972072242446,7543,Male
37,70001,61.0,3,11.61,53.11981928111517,7544,Male
70,120015,26.0,10,0.24,39.82484483675519,7545,Male
33,29999,49.0,4,12.52,28.129794576810315,7546,Female
44,69987,71.0,4,10.48,56.35413122755837,7547,Female
74,120013,43.0,1,11.78,26.11668459912125,7548,Male
80,119999,25.0,10,11.51,36.725735395927586,7549,Male
60,69994,74.0,1,6.88,51.17385563658221,7550,Female
24,29999,47.0,9,0.6,17.222998002788305,7551,Female
56,69998,62.0,7,22.09,42.33754851893013,7552,Male
64,120004,53.0,1,13.43,26.971050868725165,7553,Female
62,120007,9.0,1,23.01,31.756789151870198,7554,Male
63,120004,47.0,1,13.26,36.002699141502,7555,Female
33,30004,58.0,4,0.05,20.57717953700656,7556,Male
45,119986,27.0,6,9.16,47.86708658829222,7557,Female
75,119995,28.0,1,4.22,40.78626565196646,7558,Female
18,29996,49.0,5,0.35,24.56011835494153,7559,Male
74,120010,39.0,1,7.87,42.48605622046972,7560,Female
52,119999,29.0,10,30.06,19.20475141367045,7561,Male
30,30002,45.0,1,3.74,19.14371847587533,7562,Female
37,69988,90.0,7,20.59,59.31949426981432,7563,Male
80,120003,8.0,1,6.15,48.63439154022515,7564,Male
64,119988,31.0,1,6.71,31.62187678058514,7565,Male
38,69996,72.0,5,5.2,58.56281468291009,7566,Male
30,69983,76.0,10,3.75,47.273443263531924,7567,Male
18,29992,52.0,10,4.86,25.407570431498705,7568,Female
46,69995,66.0,8,12.74,38.468020235970386,7569,Female
67,120007,23.0,6,0.68,51.75644430642723,7570,Male
62,69995,77.0,9,5.6,38.22500925728067,7571,Female
48,70004,83.0,10,8.49,40.11221254269054,7572,Male
53,69993,71.0,7,13.57,58.714946311666964,7573,Male
73,119998,28.0,10,0.79,34.59965218470447,7574,Male
24,30003,48.0,1,5.42,25.210641543072217,7575,Female
62,119999,10.0,10,9.01,26.372038357783442,7576,Male
60,120011,24.0,1,2.92,51.42549381304764,7577,Male
43,70000,77.0,9,3.01,46.11637102891446,7578,Male
45,69992,67.0,7,17.06,46.55965445214926,7579,Female
59,119999,25.0,1,9.74,33.569237914282176,7580,Male
65,120002,22.0,1,15.14,39.32871814565941,7581,Female
47,70001,70.0,8,3.56,61.347174948118905,7582,Female
45,69998,69.0,9,7.37,55.669280538203196,7583,Male
35,70010,61.0,10,14.28,59.88044588406067,7584,Male
34,70003,76.0,10,14.79,44.94102204827152,7585,Female
71,119992,35.0,1,9.71,48.24060439930108,7586,Male
23,29992,60.0,7,0.54,26.64028444493484,7587,Male
52,120006,24.0,1,17.82,27.843839219740204,7588,Female
26,29998,46.0,1,7.22,21.04313640242824,7589,Male
60,120000,41.0,1,9.7,44.770435655315296,7590,Female
35,30000,60.0,10,0.75,9.953923279872193,7591,Male
21,29996,49.0,1,0.51,15.620925876768533,7592,Female
23,29991,66.0,4,8.19,13.809194278322707,7593,Female
19,30005,47.0,6,1.1,13.652673669935936,7594,Male
48,69999,84.0,4,4.84,47.23917823523797,7595,Female
18,30001,48.0,8,0.7,16.976490724514587,7596,Female
33,70001,60.0,3,5.29,46.060410826380156,7597,Female
27,30001,45.0,8,13.78,18.096526881024538,7598,Female
22,30001,47.0,1,0.4,22.516643869227835,7599,Male
52,119989,22.0,10,10.81,39.337464322291886,7600,Male
54,70007,72.0,1,3.04,41.58332586212212,7601,Female
53,119986,23.0,10,7.88,45.763045242079315,7602,Female
39,70005,72.0,10,9.12,44.548776001196,7603,Male
79,120000,36.0,10,1.95,37.58372763242264,7604,Female
21,30005,41.0,10,1.29,16.1374569680392,7605,Female
18,30007,57.0,1,10.55,21.91058585296259,7606,Male
28,29999,51.0,8,1.01,13.830817068729022,7607,Female
47,120004,46.0,1,5.68,63.08309574433973,7608,Female
23,29999,43.0,3,5.14,18.606605485802213,7609,Male
36,70012,77.0,10,4.6,50.4469225715546,7610,Male
60,119996,39.0,1,14.14,42.80546602217418,7611,Male
60,120013,14.0,10,5.53,49.2074744697762,7612,Male
24,29994,53.0,1,13.92,22.85253604177258,7613,Male
48,70001,82.0,1,15.73,42.17244917472935,7614,Female
56,70012,68.0,7,2.05,47.556470289250896,7615,Female
60,119987,23.0,1,1.57,25.33292826194112,7616,Female
35,30001,40.0,2,3.48,29.226998406251894,7617,Male
24,30002,39.0,5,5.4,13.958482421703337,7618,Female
48,69995,74.0,8,0.74,60.102321918813004,7619,Female
39,69991,67.0,3,6.39,43.199842470855046,7620,Female
66,69999,65.0,1,8.68,61.36817634192966,7621,Male
26,29990,48.0,1,9.85,14.56972708940957,7622,Male
69,119991,43.0,1,17.36,34.925071249650124,7623,Female
20,29997,46.0,9,2.65,18.395770528324515,7624,Female
43,70007,55.0,7,5.21,46.33754349025457,7625,Female
25,30005,62.0,1,2.48,14.09769757383959,7626,Male
46,120001,39.0,1,3.89,49.60365472217258,7627,Female
80,119981,29.0,6,6.36,27.54057797304017,7628,Female
18,30005,50.0,10,0.84,13.338777066182773,7629,Female
65,69982,66.0,10,16.09,38.94062104897518,7630,Male
48,70002,70.0,10,3.87,50.00989614081622,7631,Male
42,69996,85.0,1,5.18,52.70880997056587,7632,Male
63,120017,30.0,10,8.78,38.83196425231919,7633,Male
36,70004,78.0,10,8.74,43.176743462872786,7634,Male
52,120009,29.0,1,5.22,24.86526701866457,7635,Female
45,120014,29.0,1,20.65,34.096224692906944,7636,Female
30,30001,50.0,9,1.12,27.84259492736277,7637,Male
39,69999,68.0,10,6.08,60.121375927727364,7638,Female
36,29993,41.0,9,0.39,18.4088123612869,7639,Male
71,119989,18.0,1,1.24,42.862872358546056,7640,Male
39,69994,63.0,10,6.66,43.864307145743666,7641,Female
55,69991,76.0,8,4.25,54.22516375763203,7642,Female
68,120000,43.0,4,3.02,54.80900722646959,7643,Female
42,69988,65.0,10,1.0,50.743854897639906,7644,Female
46,70001,64.0,3,2.1,44.09585929216268,7645,Female
27,29998,51.0,10,7.36,18.369882339160796,7646,Female
49,119987,27.0,1,15.84,22.72457593131638,7647,Male
77,119990,36.0,10,18.08,35.32997986227052,7648,Male
30,30005,52.0,5,6.29,21.571337109005917,7649,Male
48,70012,73.0,8,3.46,58.6620929199626,7650,Female
60,120020,29.0,6,4.6,40.9041717781107,7651,Female
33,30001,44.0,10,9.16,20.52023240519543,7652,Female
39,70005,70.0,1,17.11,61.341813074264344,7653,Female
48,69986,66.0,2,4.48,43.31253279116992,7654,Female
39,69990,64.0,8,5.39,61.1513873113303,7655,Male
62,69993,79.0,10,7.73,49.19988594890475,7656,Female
46,69996,60.0,3,8.16,53.48637821096155,7657,Male
30,29997,57.0,6,13.38,16.55406090955216,7658,Male
18,29996,51.0,5,0.49,21.009435971457414,7659,Male
43,70006,64.0,1,5.63,45.97786943063392,7660,Male
57,69991,79.0,3,7.31,51.80789968083444,7661,Female
66,119993,21.0,1,21.04,58.20613425241698,7662,Male
65,119997,34.0,6,1.62,38.90044026399765,7663,Male
79,120012,39.0,8,12.63,39.06180004617137,7664,Female
60,120000,50.0,6,20.25,55.03790113942273,7665,Male
61,119991,16.0,7,26.83,43.52658980388344,7666,Female
21,30000,57.0,4,2.17,12.056779157016717,7667,Female
45,69995,66.0,10,9.76,56.38761137487563,7668,Female
60,119987,34.0,9,5.27,28.968366025685494,7669,Male
79,119990,42.0,10,8.1,40.26117011832829,7670,Male
30,30002,55.0,7,3.71,11.369946906666167,7671,Female
22,29997,51.0,10,0.01,15.65616227713545,7672,Female
18,29999,50.0,6,4.82,21.124083683457375,7673,Male
23,30000,51.0,2,8.35,18.95897371005017,7674,Male
60,119988,26.0,4,2.91,34.599610876104,7675,Male
30,30001,57.0,9,11.51,25.801053840535474,7676,Female
31,30005,55.0,5,0.34,13.027357810672617,7677,Male
58,70003,71.0,10,9.07,53.82060889117606,7678,Female
47,119999,40.0,1,11.69,30.680221696824816,7679,Female
69,119997,22.0,2,12.97,41.27969290398591,7680,Female
43,70006,76.0,1,0.74,56.722950563408446,7681,Female
26,69998,74.0,3,10.67,57.850478059543704,7682,Male
25,29994,53.0,5,3.83,16.466284091788236,7683,Female
65,120009,0.0,2,6.72,49.63341024051031,7684,Female
70,119999,36.0,1,22.25,33.064730194372885,7685,Male
30,70000,55.0,3,7.61,68.40630992072661,7686,Male
59,120001,38.0,10,22.68,42.42242957341992,7687,Female
22,29993,47.0,6,6.37,20.8089577030136,7688,Male
61,120010,42.0,1,7.21,52.54876411587336,7689,Male
64,119997,18.0,5,17.04,60.64726344691238,7690,Female
60,120011,24.0,1,0.71,46.92781338526101,7691,Male
48,70004,60.0,10,16.77,53.236683794171626,7692,Male
55,120005,18.0,10,0.47,36.19976605632995,7693,Male
23,30012,46.0,9,5.81,21.950860964400427,7694,Female
50,70024,59.0,1,1.14,50.96995756236725,7695,Female
77,119995,27.0,9,9.58,33.63351745840509,7696,Female
20,29996,43.0,2,9.56,15.770331799485158,7697,Male
31,29993,51.0,4,1.63,17.9549107609253,7698,Female
22,30003,55.0,8,11.09,22.079133147276714,7699,Female
21,29996,48.0,4,0.25,16.20918090250036,7700,Male
24,30001,52.0,6,5.47,14.347397719835193,7701,Male
56,69998,61.0,10,2.87,48.34319115469402,7702,Male
23,29995,55.0,8,2.76,16.378893430845356,7703,Male
56,70007,75.0,10,10.02,57.55305004624187,7704,Male
50,70001,58.0,10,8.28,38.40201239315637,7705,Female
59,120001,30.0,10,3.49,62.621534385908326,7706,Female
53,119977,33.0,2,15.3,48.07409975951239,7707,Female
56,120009,42.0,1,3.71,30.23125613121126,7708,Male
69,120001,24.0,5,10.69,21.48008345621168,7709,Male
58,120006,36.0,10,4.19,36.74845971980432,7710,Male
47,70000,66.0,10,2.58,62.578628702892544,7711,Female
20,29996,54.0,10,3.26,15.914522706798838,7712,Female
42,69995,66.0,10,5.05,41.304804725768705,7713,Female
19,30003,48.0,9,9.34,18.06881455644316,7714,Female
18,29989,44.0,9,0.17,22.30479320928651,7715,Male
44,70008,78.0,10,8.28,42.88338812035981,7716,Female
25,29995,48.0,10,2.68,22.93521212033917,7717,Male
35,70002,82.0,4,0.03,56.13682424653713,7718,Male
26,30005,51.0,1,0.94,20.659639833859785,7719,Male
24,30006,46.0,6,0.28,18.698454793642814,7720,Male
27,30008,50.0,10,16.21,22.99049577523733,7721,Male
55,120009,40.0,10,5.78,29.870513479776953,7722,Female
45,70001,63.0,1,4.77,42.27108578441429,7723,Male
53,119982,31.0,4,15.21,48.15038017748469,7724,Female
49,119995,26.0,1,9.64,34.26105804770819,7725,Female
55,69991,76.0,7,1.4,40.25981734071905,7726,Female
78,119980,27.0,9,22.31,35.80023241902472,7727,Male
59,120002,17.0,1,0.26,41.52126644884595,7728,Male
18,30009,53.0,1,2.86,14.254083162981672,7729,Female
43,70007,78.0,5,14.77,54.23014682827837,7730,Female
65,120009,31.0,1,24.85,28.103058357082965,7731,Male
74,120007,22.0,1,24.75,43.74789047862911,7732,Male
33,30001,53.0,4,4.45,24.664508305547955,7733,Male
22,29994,52.0,4,10.87,18.27046359666586,7734,Female
62,119992,26.0,1,0.79,57.946342426680346,7735,Male
42,70010,86.0,10,3.0,47.807678004024865,7736,Male
46,69996,62.0,9,10.31,50.97038167377788,7737,Male
67,119987,42.0,10,12.66,39.56153302834926,7738,Female
44,70002,76.0,10,20.74,63.332566151038364,7739,Male
33,29996,47.0,1,7.73,19.101008237473522,7740,Female
26,30001,47.0,6,0.04,17.978190036549886,7741,Female
33,70008,69.0,7,0.66,47.78092235312305,7742,Female
28,30006,49.0,3,3.0,23.006033744645574,7743,Male
69,119980,23.0,2,20.49,37.54072960923416,7744,Female
21,29998,51.0,5,5.74,13.302553167356706,7745,Male
61,119978,35.0,10,0.64,48.09529812123557,7746,Female
24,29991,48.0,1,0.04,19.3134451710556,7747,Female
68,120010,48.0,1,30.82,39.56353339210395,7748,Female
64,119995,33.0,1,1.2,36.620574233261515,7749,Female
18,30002,52.0,10,3.9,13.283953047080496,7750,Male
62,119980,18.0,1,0.77,11.942637401498786,7751,Female
19,29995,55.0,2,0.53,24.81975625527356,7752,Female
38,69998,74.0,10,3.81,38.49047668150248,7753,Female
49,70001,79.0,1,4.46,41.48708676685078,7754,Female
29,29999,46.0,9,6.19,21.08710321218148,7755,Female
25,29999,52.0,1,2.85,21.976536263246654,7756,Male
23,30001,44.0,4,8.48,9.043730744173594,7757,Female
24,30004,47.0,4,6.35,19.84302031466988,7758,Female
43,119994,26.0,7,14.7,43.30826683248566,7759,Male
29,30001,52.0,2,5.31,22.516260323747524,7760,Male
47,119992,29.0,10,7.95,36.85129593154922,7761,Male
18,29994,46.0,4,2.07,21.694879468341306,7762,Female
23,29999,42.0,7,6.24,22.467686471018833,7763,Male
18,30002,55.0,5,11.72,24.299167807337287,7764,Female
72,119980,9.0,10,2.86,42.506090910711045,7765,Female
39,70011,69.0,1,4.28,52.79707406188251,7766,Male
71,120015,40.0,3,15.41,44.23823145097063,7767,Female
44,69994,49.0,10,14.07,55.963683555199665,7768,Female
51,69989,60.0,1,6.51,47.27369379036778,7769,Female
46,69991,77.0,10,5.83,52.52808328549182,7770,Female
26,29998,51.0,8,3.24,20.202958456019413,7771,Male
57,70017,67.0,4,3.12,50.49991988550309,7772,Female
45,69998,72.0,1,7.77,63.56835212910496,7773,Female
28,70016,78.0,3,1.19,50.087110377865,7774,Male
39,69993,64.0,2,12.21,54.589150345092676,7775,Female
55,69993,62.0,10,3.05,52.09306051695176,7776,Female
60,119993,21.0,10,4.47,28.684168267077723,7777,Male
66,70006,74.0,3,2.92,38.13218218792475,7778,Female
26,29996,46.0,8,9.49,21.40959010375525,7779,Female
20,29991,49.0,3,1.06,21.113580313004825,7780,Female
24,30004,53.0,4,4.09,15.876748298546563,7781,Male
45,69998,63.0,10,1.9,48.167968860451445,7782,Female
46,70001,75.0,10,1.4,50.99883336795922,7783,Male
36,30001,55.0,5,2.19,27.383718353941454,7784,Female
52,69999,80.0,1,0.01,47.98064222607703,7785,Male
62,119991,35.0,1,5.37,24.311437951200574,7786,Male
40,70008,68.0,6,7.14,46.953753021273975,7787,Male
25,29998,44.0,1,1.95,18.566391525899686,7788,Male
19,30000,46.0,1,1.91,18.457586057720903,7789,Male
39,70009,71.0,5,6.23,51.7383240777974,7790,Male
65,120013,33.0,10,6.08,37.73424852932997,7791,Male
39,70004,81.0,2,16.58,50.379228404891684,7792,Female
72,119998,35.0,2,5.99,32.445845201344994,7793,Female
35,69996,76.0,10,7.12,57.86695706792727,7794,Male
70,120007,11.0,1,5.14,28.851845104549824,7795,Male
64,70010,83.0,10,8.66,41.73211626195139,7796,Male
20,30013,51.0,1,7.32,23.845678896550165,7797,Male
78,119991,35.0,1,3.88,44.72067151322175,7798,Female
31,30001,54.0,5,8.28,21.98763878286577,7799,Male
35,70002,70.0,4,21.65,51.43739214768357,7800,Male
43,69999,73.0,10,7.61,40.4637287169831,7801,Female
27,29995,55.0,7,1.4,28.00453995944458,7802,Female
76,119998,28.0,1,21.19,38.52531393826161,7803,Female
51,119986,43.0,1,2.7,43.184537638418945,7804,Male
23,29997,49.0,3,5.77,22.101549087426022,7805,Female
56,120012,40.0,1,6.8,39.48664530121123,7806,Male
38,30009,47.0,1,0.97,15.265086171913259,7807,Female
40,70010,72.0,4,2.44,56.772092697128166,7808,Male
28,30007,47.0,6,5.5,22.360011354596374,7809,Female
53,119994,25.0,3,9.96,46.85854433581266,7810,Male
45,70000,71.0,1,4.17,40.047162948569266,7811,Male
28,30003,42.0,10,0.15,18.210860332793665,7812,Male
21,29998,49.0,1,5.44,16.996260346807162,7813,Female
27,30001,49.0,1,8.24,28.277035565441476,7814,Male
55,119991,15.0,3,5.78,38.92122694923399,7815,Female
20,30002,49.0,10,8.94,32.94781821009307,7816,Female
25,30003,57.0,2,1.41,20.08018331506739,7817,Male
59,120002,27.0,3,16.25,51.55079917254825,7818,Male
62,120005,23.0,8,23.32,41.12640616868184,7819,Male
68,120005,47.0,1,17.9,54.24930525668822,7820,Female
30,29998,54.0,1,0.65,27.49273180334927,7821,Male
28,29999,52.0,2,3.43,19.221613823039604,7822,Male
22,29996,48.0,1,3.61,28.123392292347802,7823,Female
47,69991,66.0,5,22.61,50.978980023769886,7824,Female
27,29989,41.0,9,0.27,15.060709631838796,7825,Male
28,30008,60.0,4,1.85,18.648538411877524,7826,Male
61,69992,69.0,1,5.86,34.55371711176271,7827,Female
26,29999,57.0,1,0.76,27.600458704955507,7828,Male
45,70007,66.0,5,6.63,40.24148256664526,7829,Male
24,30000,51.0,10,7.5,23.41611507394404,7830,Female
19,29993,47.0,10,4.6,5.839222009447155,7831,Female
25,30007,47.0,5,3.06,24.504322202744973,7832,Female
18,30001,53.0,1,1.98,23.579585702427828,7833,Female
41,70004,74.0,1,3.38,45.97644930447717,7834,Male
55,120022,34.0,1,32.0,35.84945958292267,7835,Male
23,30005,51.0,9,7.08,21.57748404161746,7836,Female
24,29995,41.0,4,4.63,25.49792232163835,7837,Male
80,120008,35.0,1,9.92,35.52586002993949,7838,Female
