education_level,experience_years,hours_per_week,age,gender,marital_status,location_index,income
16,25,22,42,1,1,1,80002.3546038124
15,34,20,54,0,1,1,88600.26262762805
17,5,37,58,0,0,1,45530.75514491301
17,32,42,42,0,1,1,88051.4208565292
13,20,51,46,1,1,0,66902.84225015744
13,15,48,48,1,1,3,64085.45455265254
15,38,42,60,0,1,4,92639.09465614069
12,33,55,56,1,0,3,86150.63528318776
20,14,25,19,1,1,0,72985.15265426687
18,5,36,29,0,0,0,43221.78751213546
18,1,37,22,0,0,1,47381.025979651284
14,23,50,44,1,0,0,65519.93027138084
14,27,25,51,0,0,0,72419.52525166536
12,0,53,31,0,1,1,23079.82177186838
14,0,46,24,1,0,0,37027.93124783622
14,27,55,54,0,0,0,74470.60697458428
15,35,44,53,0,1,0,81655.64708416005
15,19,29,27,1,1,2,67151.59460017052
14,7,58,46,0,1,3,55879.987147523105
19,0,58,33,1,0,2,50886.316246584705
19,25,31,55,0,0,3,86899.99647656812
12,24,30,38,1,1,1,72162.0608007586
18,9,22,55,1,1,1,54704.4544348106
13,11,41,58,0,0,3,53887.651420500435
12,6,23,50,0,1,3,52894.05717347778
14,11,27,46,0,1,4,54914.79692324236
15,39,33,34,1,0,3,93441.77107392826
17,16,39,30,1,1,3,69646.18422294671
16,4,43,23,0,1,1,43437.20720032116
15,13,33,19,0,1,1,55332.53220740249
19,33,47,25,1,1,0,99421.73872305313
15,16,35,49,0,1,0,59226.59822726448
13,34,51,53,1,1,1,74260.41642454386
14,0,31,26,0,0,0,32313.980695808747
17,35,35,40,0,0,2,97062.9725891073
19,14,38,24,0,1,2,75359.58611985073
19,18,24,48,1,0,0,77593.48946696131
20,4,31,38,0,1,0,50974.663270218145
18,18,48,18,1,0,3,74738.929754319
13,38,24,63,1,1,3,92810.91029388523
19,4,36,19,0,0,2,54945.763992299566
18,11,27,57,0,1,2,60867.0882632095
19,18,59,28,1,1,3,80511.13442561828
14,11,59,54,0,1,3,65661.73038166318
18,35,49,35,0,0,3,111035.94753886502
20,11,29,61,1,0,0,57825.141587286336
14,17,39,41,0,0,1,52408.71771349662
17,33,35,36,1,1,2,88096.64458007265
13,32,35,22,1,0,4,82776.00565781567
13,17,22,46,1,0,3,57841.46807705914
16,28,42,56,1,1,0,90423.62051252626
16,4,41,19,1,1,2,42559.5529944255
18,24,47,34,0,0,3,75952.82638192031
13,23,55,62,1,1,0,79145.96419733329
18,28,23,28,1,0,2,87658.80646225768
16,37,57,54,0,1,2,100906.93577381707
17,32,43,30,1,1,4,87432.86816724237
19,9,38,46,1,0,4,68140.75828005653
15,36,30,49,0,1,2,91670.93644910368
18,32,59,62,0,1,0,96037.02856540422
17,22,59,57,0,1,3,81763.73167587945
13,10,58,60,1,1,3,62131.200982135626
19,23,37,25,1,1,2,83320.24379991223
20,23,31,27,1,1,3,79934.85781021405
16,6,33,42,0,1,4,50927.69231703853
15,20,37,28,1,1,3,72935.21900972244
17,19,31,45,1,1,1,79893.72400072658
19,9,59,50,1,1,4,63670.22965259628
14,24,46,56,0,1,4,73915.12220438349
12,35,25,43,0,1,2,88151.78175517531
15,14,43,25,0,0,2,54282.790440679266
15,39,52,55,0,1,3,97542.4283188184
12,39,35,43,1,1,3,93168.31254185645
20,5,31,49,1,1,2,59604.97958377539
14,36,50,63,1,0,0,98133.91539002383
16,1,56,45,0,0,3,45620.9679566071
17,11,32,24,1,0,0,57057.5690852921
19,3,27,52,1,0,4,56023.41916505302
17,22,57,19,1,1,1,68756.20168548566
14,12,22,39,1,1,0,53216.60444628258
17,16,39,39,0,1,3,75685.82493370911
12,30,23,20,1,0,2,79212.86447281767
15,15,21,63,0,1,2,61412.86250727207
17,25,55,62,1,0,1,87338.10595918442
18,27,42,25,0,0,1,77231.59111933138
14,0,38,21,0,0,4,38447.11823908581
20,11,59,32,0,1,0,65288.66699142919
18,36,27,61,1,1,1,100296.3518871835
12,19,35,63,0,1,4,62494.3770863426
13,1,37,56,0,1,4,45998.71835919216
12,35,55,29,1,0,4,85648.52604110305
20,14,43,46,1,1,3,67256.40606092302
20,37,20,26,1,1,1,94377.3896026655
18,21,20,59,1,1,2,66350.45936887493
14,31,55,57,0,0,4,88452.67954803155
16,19,30,37,0,0,2,63941.31354480773
15,35,37,51,1,1,3,87367.40242586026
18,32,35,43,0,1,0,90122.18839048564
20,14,36,38,0,0,3,73157.15395895316
13,2,43,40,0,0,3,38105.51444502151
19,28,53,35,0,1,1,89969.58205597916
20,26,23,41,0,0,4,93238.32983883689
20,4,54,59,1,0,3,63337.74160312073
18,30,34,46,1,0,4,92437.35182131802
20,21,21,55,1,0,2,75475.58226817175
20,34,50,55,1,0,0,98665.02568194058
14,6,28,30,1,0,0,43343.245604614414
15,5,29,49,1,0,2,50308.0420481398
13,25,44,36,1,1,1,74684.4299125403
14,0,24,34,0,0,2,31428.788313961046
16,18,33,19,1,1,2,68724.67304467355
16,6,57,35,0,1,1,59228.86785024982
17,35,59,56,0,1,1,99539.4588971533
18,11,21,44,0,1,3,63801.22333645803
18,19,37,31,0,1,4,72247.62551900807
12,22,48,32,0,1,0,63900.65792974468
13,24,39,25,1,0,1,61162.99820141426
20,29,27,26,0,0,1,89663.68182038509
13,28,56,38,1,1,3,66445.95425094114
17,30,45,60,1,1,3,84285.64500949571
12,17,56,52,1,0,4,64739.33875977831
14,18,23,31,0,0,1,55536.362379708444
13,3,52,44,0,1,1,30513.546986065405
14,0,41,25,1,1,3,38041.477633234615
16,14,25,52,1,1,2,54858.19459762006
17,7,52,35,1,0,4,61557.29056403919
20,14,47,31,1,0,1,72246.26869991474
15,14,43,25,1,0,0,67437.67549788638
18,38,23,25,0,1,0,99756.09510555089
17,21,21,54,1,0,3,84452.93175164626
13,17,32,61,1,1,0,56247.49688472518
19,15,30,19,1,1,3,65595.37007181805
18,1,54,34,1,0,2,49482.33662467076
18,35,58,30,0,0,3,98171.42588970267
19,19,29,31,1,0,1,74306.025744175
12,15,29,58,1,1,0,55391.34849058597
12,2,27,58,0,0,1,34004.74918146614
19,29,24,26,1,1,0,82792.86658488808
15,1,42,44,0,0,0,35553.93709600099
16,34,53,37,0,1,3,89392.19028572622
19,25,51,55,1,0,4,83891.5545840217
16,4,35,29,1,1,0,45647.800562176104
15,1,23,59,0,0,0,34935.8729318514
17,19,47,39,0,1,4,70997.09532638962
16,33,33,54,1,0,1,97821.15916366421
18,33,31,56,1,0,0,96471.47172484055
18,19,40,48,0,0,3,78486.01904679938
15,24,35,30,1,0,4,81309.63807315179
16,19,21,18,0,1,4,75557.610759453
14,24,42,55,1,0,0,73539.93413740213
15,13,48,57,1,1,1,62429.08978114027
15,38,28,26,0,0,1,89999.95081643097
14,11,26,56,0,0,2,48785.320039615595
16,4,48,27,1,0,2,39907.25695599462
16,1,36,46,0,0,3,37813.91240022174
18,15,28,57,1,1,0,64737.755268650806
15,29,25,47,1,1,1,82958.84067584996
15,37,39,19,0,0,2,86612.75815492231
20,23,29,35,1,1,0,76838.95578737558
17,29,28,45,1,1,0,74938.10067762571
15,36,31,64,0,0,1,89484.95319790504
13,38,52,49,0,0,0,92432.17739943806
17,10,51,41,0,1,4,60941.46262305784
13,13,53,55,1,1,2,56488.87507085523
16,22,38,31,0,0,3,72130.39007556961
17,15,52,42,1,0,2,67487.44917589941
15,20,35,42,0,0,0,73086.47287759677
14,3,42,49,1,0,4,42624.951174807546
18,32,45,44,1,0,2,93717.25158185874
13,13,56,49,0,0,1,49241.8532997718
17,18,28,48,1,0,4,73792.21471160543
15,4,49,41,1,0,2,46263.49979691332
17,35,32,52,0,0,0,91208.80936137277
15,30,35,47,1,0,1,78065.46031703154
15,17,21,50,1,1,0,64842.36351243493
15,30,50,50,1,1,0,80044.81060213024
20,29,38,63,1,1,1,97195.65253855164
18,20,30,44,1,0,4,85277.5786608674
14,29,33,50,1,1,2,87459.12356214477
14,3,44,50,0,0,4,43851.065453632466
17,4,26,21,0,0,1,48101.07537268576
17,9,34,47,0,0,2,52584.946956765954
15,26,49,61,1,1,1,74410.9500119524
20,15,50,32,0,0,3,72824.16311923471
15,29,43,46,0,0,3,80578.05308793948
20,12,44,45,1,1,4,63440.34835141362
15,35,27,49,0,0,1,81268.99162633617
13,20,49,53,0,1,2,65540.2306712603
13,39,55,47,1,1,4,103025.60116300834
16,14,33,59,0,0,3,62336.06613936289
15,19,48,60,0,1,3,69680.30041070763
18,19,46,55,0,1,3,75836.42085241085
16,4,55,59,0,0,4,46242.66779452512
17,31,53,29,0,0,2,87320.59976304225
15,5,40,20,0,0,3,51467.083156803914
13,29,57,32,1,0,4,89197.23679047803
20,25,30,27,1,1,4,92179.11848676724
18,36,52,39,0,0,0,102170.57317245303
15,12,34,40,0,1,0,62838.105729547555
14,28,31,28,0,0,2,71298.82065809776
14,4,43,33,1,1,3,58155.61494174451
20,24,56,63,0,0,0,76356.59267600202
16,12,30,33,1,1,2,56915.318308817936
14,23,38,31,1,0,0,52435.417937163606
16,30,20,23,0,1,3,87201.54226988852
13,19,36,59,1,0,4,60784.36418227768
15,7,59,34,0,1,3,46420.77288666887
13,8,35,48,1,0,0,53197.34016557009
13,20,45,59,0,0,3,66099.6486189457
19,19,34,27,0,0,4,78050.67043336587
12,14,27,63,1,0,1,52109.36248722066
18,25,49,37,0,0,4,79411.31370269728
16,10,33,26,1,1,0,58346.53869488306
19,36,52,32,0,1,4,103916.67799510401
12,10,26,56,1,1,2,50048.6474277984
18,26,37,19,0,0,3,79342.82835891884
16,29,31,21,0,0,1,80162.0120615595
15,18,21,41,0,1,1,60592.11982863193
18,33,48,35,1,0,3,99998.1414825236
13,37,40,28,1,1,3,91497.33270670651
12,22,26,54,0,0,2,68433.40900454167
12,0,46,43,0,1,4,33750.56151679162
12,2,31,25,0,1,1,42257.55610450992
16,2,39,39,1,1,0,43193.063828451166
18,27,33,22,0,0,3,85433.28080650263
13,13,29,19,0,1,3,55425.687771404904
19,29,42,22,0,1,1,84481.08080909027
15,4,49,52,1,0,3,46428.36508795353
14,14,50,49,0,0,1,61460.2138473252
19,37,29,61,0,0,0,93591.27440899736
13,13,38,36,1,1,0,55827.784979207936
14,13,38,56,0,0,1,49456.44350229723
14,7,42,21,1,0,3,40025.42350882856
12,7,51,40,1,0,2,39698.20400594113
17,18,39,63,1,0,2,74681.06053776584
13,31,23,36,1,0,4,94724.62536779362
12,30,52,43,1,1,2,74179.7364645995
13,28,20,43,0,1,3,76375.95228535475
17,10,32,24,0,0,2,60447.04678704959
15,12,22,49,0,0,4,59483.744268389666
17,26,31,64,0,0,0,77823.81449379571
20,18,48,50,0,1,1,80435.0449578955
19,25,50,61,0,1,2,84707.86391330982
12,36,55,43,0,1,1,87446.59527161338
19,8,21,41,0,0,1,51631.556624804485
20,27,41,40,1,1,0,94704.04146669224
17,31,41,55,0,1,4,93772.81060244478
16,2,50,43,0,1,3,44581.625734300665
17,31,33,62,1,0,3,93507.86799084656
17,4,48,48,0,1,3,51697.32851292394
20,7,54,23,1,1,4,63581.84599946407
15,13,28,62,0,1,4,64422.02440050643
13,2,51,48,0,0,4,42316.33935171562
20,23,46,64,1,1,2,83021.12669542378
13,12,29,57,0,0,1,43472.03122033143
20,28,44,62,1,0,4,98961.55550586697
13,7,52,62,1,1,4,48152.368975180005
19,30,30,29,1,0,2,96305.40590475751
20,25,56,34,0,1,1,79668.61324723685
20,17,28,43,1,1,3,70715.33218072761
20,17,26,20,1,0,0,70083.77666130304
13,6,26,32,0,1,4,44003.44022196495
15,37,53,55,1,1,4,104247.1125106015
18,15,38,41,1,1,0,72314.33838916817
13,32,39,47,0,0,4,84209.12366718506
12,2,44,61,0,0,4,42846.54579087899
14,37,24,53,0,0,4,83731.19577652596
15,3,48,61,1,1,0,44021.107255622
19,35,46,44,1,1,2,105556.13483735488
17,3,44,39,0,0,2,47776.46025675331
13,8,56,19,1,0,0,53401.081989882616
20,39,34,24,1,1,2,102031.12138415006
13,16,23,33,0,0,3,61504.412464446104
16,16,33,41,0,1,3,62743.454302009544
15,32,36,47,0,0,0,87833.02550688962
18,19,40,61,1,1,1,71244.43047509204
19,13,35,63,0,1,4,70063.6749279037
16,21,45,18,1,1,1,76013.36918299072
16,26,28,44,0,0,4,84000.6482389771
13,2,21,26,1,1,2,36684.18360768236
19,23,34,24,0,0,2,83321.55068561186
13,29,54,22,1,1,3,83477.80406549617
17,7,43,47,1,1,1,53261.34608152669
19,21,57,59,1,1,0,82362.63915595826
17,24,33,44,1,0,4,85033.21993337364
15,9,56,27,1,1,2,63472.86853931262
15,28,56,42,1,0,4,87525.45737083089
17,39,25,35,1,1,0,93540.90673939348
15,0,37,24,0,1,4,40930.062500549655
19,20,41,48,1,0,3,88262.84902687614
20,38,37,49,1,0,0,102377.7824238751
12,23,21,62,1,1,0,60514.15435467439
15,8,51,28,1,0,4,55673.512333050705
15,25,36,27,1,1,4,77862.18222327634
13,8,20,39,0,0,2,44955.88783257666
17,19,28,48,0,1,4,71444.10388901432
14,34,32,58,0,0,0,84083.670577204
18,35,55,64,1,0,4,99366.7192303951
16,35,56,31,1,0,2,96434.24494213163
15,8,49,20,1,0,1,53779.51915381028
16,21,50,41,0,1,3,72608.51895538766
19,0,42,31,0,0,0,51233.32811121326
14,4,47,33,0,0,2,42952.445252134086
18,8,29,45,1,0,3,61434.75232808237
17,36,44,52,1,1,4,98733.40558494409
12,37,55,57,1,1,4,94604.05703952478
18,18,45,19,1,0,1,72480.99479153898
18,7,45,51,0,1,4,57855.533552818764
12,31,32,35,0,1,3,73279.86747723956
20,12,36,24,0,0,2,71277.64959825546
17,19,59,55,0,1,1,73316.59993145296
13,35,23,59,0,0,3,77562.80748672498
16,36,42,24,1,0,2,92153.3417596222
15,29,54,21,0,1,3,91141.19099825445
18,9,30,60,1,1,4,67627.18019393881
19,30,31,33,1,0,3,93216.533075778
12,24,28,23,0,0,1,69575.88372768837
16,28,34,37,0,0,3,89533.0126400653
14,23,56,48,1,1,0,74010.11094500656
12,38,24,36,1,1,4,95884.21125048088
14,20,38,39,1,1,3,64546.734120522065
17,8,30,38,1,1,2,49611.9165200026
18,1,28,35,0,0,4,45986.40093729249
19,3,54,49,1,1,2,58418.735775337664
15,7,46,64,0,1,1,57719.50736567734
14,31,32,51,0,1,0,81788.91460049442
16,13,31,44,0,0,3,56088.22380565438
20,12,28,55,0,1,4,79307.10116710133
17,20,47,61,1,0,3,75729.2411976012
20,23,32,47,1,1,3,80037.57287241619
17,17,39,50,0,0,4,73096.67068264686
13,39,32,44,1,0,0,109093.27289668008
16,25,46,40,0,0,0,77766.35613445981
20,31,45,60,0,0,1,96887.3832806482
19,32,48,36,1,1,4,101758.29589220797
18,30,48,48,1,1,4,98625.67340761452
12,17,41,21,1,1,2,52313.76486849506
15,34,28,36,1,0,2,96532.33072615729
18,11,43,55,0,0,2,62003.76929012543
18,24,38,57,0,0,0,80692.95656579433
17,30,57,39,0,0,1,82866.43587492075
19,9,50,26,1,1,1,59156.32898248852
17,33,58,48,1,1,3,103863.30037087925
14,2,34,27,0,0,1,42992.99342708515
15,38,51,27,1,1,2,99454.48532290006
14,7,48,47,0,0,4,37504.13201228075
12,31,53,27,0,1,3,76972.05919674161
16,28,28,53,0,1,0,83718.81524397327
12,21,54,35,1,0,1,63255.46875441323
12,19,25,61,1,1,4,67460.44012340784
13,5,56,60,0,0,2,49290.4723613296
15,28,33,36,1,1,0,86710.68565444129
17,16,28,60,1,0,0,57583.81889916125
19,30,38,40,1,0,1,89857.40358258138
14,33,42,21,0,0,4,82341.14726791283
12,37,47,29,1,1,2,86597.95139242803
14,36,35,41,1,1,2,91281.39826007109
14,3,45,30,1,0,2,43025.32840770401
16,1,57,21,0,0,2,45562.50589920483
15,11,59,44,0,1,1,53257.882270086964
15,34,44,55,0,0,1,88890.98096868703
20,5,54,56,1,0,4,61810.11758726616
18,7,24,25,0,1,3,53853.19376981337
15,20,26,43,1,0,1,64892.3387382923
14,34,42,51,0,0,2,85597.60611609495
17,14,44,26,1,0,4,64310.54588328494
14,6,20,27,0,1,2,35669.02730871941
17,14,41,18,0,1,1,55248.79707662422
20,5,23,25,1,0,4,54682.82986394089
17,16,47,27,0,0,2,66633.21469085048
15,3,33,60,1,1,3,52062.95127549831
16,21,52,42,1,0,0,65042.14032957115
17,31,23,48,1,0,0,89838.48513599402
14,21,30,56,1,0,2,76420.5655501471
19,26,58,20,1,1,0,87323.77000860508
15,14,51,56,1,1,3,60796.69230462111
19,21,23,55,0,1,3,77093.33215189962
14,27,20,52,0,0,2,85144.25425254209
18,37,45,25,0,0,3,105720.5474868655
20,8,52,18,0,1,0,55923.60358123252
15,33,36,22,0,0,2,82452.69829929483
19,35,46,44,0,1,0,101147.11836195846
14,8,24,62,1,0,3,52733.96953025102
18,14,26,43,1,1,3,73704.47594358286
14,19,44,60,1,1,4,68966.7007378229
18,7,27,43,0,1,1,46350.92480177534
17,27,53,28,1,0,1,82370.32981484085
13,18,23,51,1,0,2,59373.60071206277
14,15,31,58,1,1,0,46183.223104496516
17,10,50,19,1,0,1,55844.01578072351
15,7,30,38,0,1,2,53233.61289231911
17,32,56,43,1,1,3,98382.17954374274
12,9,55,29,1,1,1,45896.02811826406
12,17,41,26,1,1,0,55049.32745058197
14,34,20,58,0,0,4,85839.4137011731
19,2,23,40,0,1,4,47093.764370912104
19,39,55,59,1,0,1,112447.82046853713
15,26,27,22,1,1,4,84535.29022023741
17,27,44,26,0,1,2,86647.92163177996
19,5,47,27,0,1,0,49230.93267671321
18,13,57,27,1,1,3,62879.30811589456
18,6,55,31,0,1,0,60786.914552851194
15,9,55,53,0,1,3,56247.46506097149
20,14,23,27,0,1,4,65090.067509888475
17,30,32,54,1,0,2,89381.24029930374
14,28,57,58,0,0,3,75746.86806541137
16,16,44,55,0,0,4,61705.137586743615
16,28,22,39,1,0,3,79359.47356846265
16,14,51,40,1,0,1,67475.80152551066
19,25,58,33,1,1,0,84006.8340489048
20,11,20,28,0,1,2,66124.582763832
20,24,30,64,0,0,4,87819.72136690188
17,4,21,52,1,1,2,42269.21337632436
17,3,24,37,1,1,0,53234.4138300589
20,30,41,54,1,1,3,90958.400329865
15,2,32,58,1,0,3,41013.339023892724
17,2,42,22,1,0,2,42997.419179878365
15,25,50,53,0,0,3,82827.36472558315
12,16,54,30,0,1,3,55283.846270215996
18,9,57,34,1,0,3,56660.77310982275
17,1,54,43,0,1,1,49804.000402242906
20,23,32,61,1,1,4,85483.58845115715
18,10,26,37,0,1,4,63039.891872726046
18,23,24,56,0,1,0,89949.5265490836
13,34,48,50,1,1,3,87210.49085484116
20,22,27,47,1,0,2,84060.36784367415
20,31,27,33,1,0,3,88835.70889391584
17,22,26,24,1,0,0,69597.48850443841
14,33,38,47,0,1,3,89172.93213704413
12,18,58,19,0,0,1,66192.15541911774
15,1,42,29,1,0,0,31297.927499443347
14,1,55,60,0,1,4,45007.393195922195
12,14,51,57,1,0,4,52758.37738121122
14,20,23,18,1,1,1,62486.45510226468
15,34,49,20,1,1,4,88965.26302085065
19,4,58,25,1,1,1,50210.97233176101
20,26,24,43,1,1,4,90020.38385636201
14,23,22,57,0,0,4,67030.3908263197
17,6,41,28,0,0,3,35208.83606755933
16,5,47,38,0,1,0,45556.18559327637
17,32,41,22,1,0,4,87609.39696420926
15,16,41,57,1,0,0,61405.886913814575
17,29,53,43,0,1,0,82704.06074029143
18,7,48,38,0,1,4,60103.603290007915
20,39,32,26,1,1,0,108121.30550196343
18,6,26,34,0,0,1,44498.13555166438
17,5,29,54,1,0,2,57009.20305042662
12,3,47,19,1,1,1,40191.35304298467
13,0,23,64,1,1,4,35360.493704154826
12,14,51,57,0,1,1,55158.686076329905
20,30,41,45,1,0,2,99787.36370504032
20,24,39,44,1,1,1,83313.84300541758
18,32,39,57,0,0,0,96121.56562662567
13,34,25,18,1,1,4,86680.18161310803
17,4,28,63,1,0,0,52970.01435471431
15,4,47,28,0,0,0,45816.41502931046
12,35,32,56,0,1,4,84412.04888675842
12,16,50,35,1,0,4,60302.49153413455
16,13,58,44,0,0,3,67046.31418612991
13,28,33,64,0,0,2,81491.75605551466
15,7,41,27,1,1,0,51502.993134646735
12,33,56,53,1,0,0,83187.62934206553
15,39,43,38,1,0,4,106906.49094267946
17,0,27,45,1,0,4,45775.327018291326
15,28,34,18,1,1,1,87323.07958333552
12,35,25,31,1,1,0,77075.8729868836
18,36,42,37,0,1,0,96152.28282797565
13,28,44,26,1,0,4,77416.85411556956
20,4,50,62,0,1,0,60609.31438165913
14,31,48,44,0,1,2,80797.9589038124
19,23,42,21,1,1,3,78016.40684313503
19,18,29,54,0,1,4,80301.56097619538
14,11,28,35,1,0,4,53143.87435468255
15,0,32,48,0,1,0,40371.72355964928
13,6,51,56,0,1,3,43028.59984675312
15,16,20,27,0,1,3,64253.961218113596
20,33,20,26,0,1,4,101120.15585814841
13,6,56,45,0,0,4,53355.26871341599
14,16,59,45,0,0,4,59285.17922812326
15,2,37,30,1,1,2,36018.344835153934
16,28,55,35,0,0,0,81835.19963524061
12,21,50,29,1,0,2,71288.9551337957
18,37,20,25,1,1,4,95327.14348183143
18,28,55,40,0,0,3,83390.20710932872
20,4,28,22,0,1,0,48567.954740891764
15,29,41,24,0,0,0,80446.99986453581
17,22,47,32,1,1,4,79136.38634809626
13,20,45,20,0,0,4,60461.181057616166
15,25,29,35,1,0,4,73337.42283732939
13,20,22,55,0,1,4,65435.892832944184
16,19,21,43,0,0,4,65109.18981658812
18,22,56,55,1,1,4,78032.82701828131
12,3,50,50,0,0,0,40147.84447715496
18,20,52,38,1,1,2,74248.4370142857
17,20,51,34,0,0,3,71423.95229485178
17,0,31,60,0,0,4,42969.72024416093
19,14,22,19,0,0,3,66281.96895011864
19,16,45,42,0,0,0,70143.06764102809
17,13,33,58,0,0,3,60751.04165777643
14,18,31,36,1,1,0,61755.52248456091
16,33,45,55,1,1,1,91540.28543142662
13,5,35,42,1,1,2,50530.018412363796
16,5,27,56,1,1,1,48789.801503219154
20,4,47,21,1,0,0,49287.33205061549
12,6,26,20,0,1,1,30445.47301808934
16,32,34,51,0,1,0,92712.01925131591
17,12,55,59,0,0,1,62498.32370803802
18,0,27,27,0,1,0,42947.863307404376
20,12,29,44,0,0,2,69718.91063485504
17,26,34,43,1,1,2,78969.88556345244
16,6,37,44,1,0,2,46732.61708215021
18,2,56,18,1,0,0,47336.86069029694
12,24,54,61,1,0,3,84923.57479288298
16,32,21,37,1,1,1,83665.5815024541
13,39,41,42,0,0,1,90043.87129015842
15,16,34,27,0,1,1,64941.85974967194
18,13,56,18,0,0,1,66212.20370134835
16,36,58,33,0,0,2,93343.60627319626
17,22,55,28,1,0,3,69903.1727430184
13,23,24,21,1,0,1,64971.67578349825
14,28,34,52,0,0,3,88735.22042517239
18,37,46,30,0,0,0,96282.57923179226
13,26,35,38,0,1,0,76091.72950819391
17,37,55,32,0,0,1,92740.34528781674
16,39,57,27,0,0,4,105351.6908710007
12,22,37,55,0,1,2,71432.14359085116
15,30,54,28,1,1,1,84986.5242698569
13,35,44,49,1,0,2,95366.2774527195
15,16,41,50,1,0,1,63255.35197769532
12,36,50,37,1,0,2,98265.83637924991
13,2,56,53,0,0,4,41045.25993669953
19,35,53,47,0,1,4,101184.99723711309
17,4,42,27,0,1,0,48511.796171108064
13,14,35,32,0,1,1,48252.71511340101
17,5,25,46,1,1,4,53170.21907636891
20,9,34,18,0,1,4,57546.46247212381
18,31,37,38,0,0,1,94794.48670816842
20,22,57,32,1,1,1,87898.51207295446
16,16,32,20,0,0,0,56996.82344871359
18,19,43,50,1,1,4,74878.53632489048
18,14,32,55,0,1,2,71349.60717928079
14,21,20,36,1,0,1,75824.1643791139
18,5,55,21,1,0,1,52435.530795771934
12,3,37,29,0,0,1,39377.779247599414
20,22,52,42,0,0,1,86033.77071731281
17,18,57,51,1,0,4,78389.74670818246
16,30,25,34,0,0,2,72129.2597285033
18,2,36,23,1,1,0,41395.360421191064
16,27,23,29,0,1,3,87075.41790552263
16,2,33,32,1,1,4,41243.1891905688
18,13,49,34,0,1,4,65364.198449811294
18,17,39,18,1,1,3,80293.56591137039
14,26,27,31,1,1,3,73326.81117822956
14,9,21,19,0,1,1,47007.47566256133
14,14,56,21,0,1,2,60288.055113114315
17,18,23,19,1,0,4,74456.4231988405
17,8,29,43,1,1,4,59711.135402729604
14,3,39,63,1,1,0,40367.297459148445
14,14,54,57,0,0,3,61113.91662372835
19,7,29,50,1,0,3,57365.65129340836
19,0,47,56,1,1,4,56014.40512804345
18,6,34,23,0,0,3,52125.142626833214
15,30,55,47,1,0,1,87072.27756399984
15,17,20,39,0,0,0,58231.53335771966
14,11,41,44,1,0,4,65939.85126782968
16,29,46,36,0,1,0,79348.79911241324
14,32,48,27,0,0,1,94279.78003058227
19,6,34,23,0,1,0,51847.40792237372
18,27,29,43,0,0,3,89507.81974737093
14,2,39,59,0,0,4,43008.03433102088
20,5,41,20,0,0,0,47253.500221513656
16,30,28,20,1,0,2,81374.19116016247
20,37,51,23,0,0,4,110852.9941182683
18,14,36,27,1,0,0,58521.31586358203
18,6,38,55,0,0,4,43060.37232118579
17,29,59,30,0,0,0,76754.53219663592
13,26,46,55,1,0,0,75037.26284435729
20,16,56,29,0,1,3,69611.02475320274
17,17,53,63,1,1,0,71632.1454132468
19,21,29,44,1,1,2,81771.88264956379
12,25,49,25,1,0,3,74650.28254817649
16,26,40,22,0,0,2,80036.29932693184
12,39,40,53,1,0,2,103277.01731888005
19,23,53,55,1,1,1,92304.99502209082
19,7,28,60,1,0,2,53734.30853381261
12,20,53,47,0,1,0,66687.02733575001
20,28,31,54,0,1,4,95575.72799103092
13,20,40,46,0,0,3,60261.467235406264
20,2,39,39,0,1,3,49871.66671734817
12,30,25,31,0,0,3,67947.13093661574
20,26,55,27,1,1,4,88203.56437578255
15,26,31,28,1,0,2,79962.24812853958
20,8,50,52,1,0,1,68206.19355647254
18,32,21,40,1,0,0,101374.7269687173
17,32,35,25,0,0,3,93556.54778884398
16,25,20,38,0,0,0,76579.11926033557
20,27,23,54,0,1,2,98190.7672537126
13,30,20,45,0,0,1,85065.29760359014
13,0,54,48,1,0,3,35550.1904979954
20,19,32,45,1,1,2,77584.29982261137
14,11,50,59,1,1,1,59892.22573152676
19,16,39,44,0,0,3,64764.34323624599
20,14,26,57,1,1,2,73011.593966499
19,33,59,38,1,0,0,99633.71953070544
15,15,52,26,0,0,4,66252.5243366804
12,3,47,46,0,0,3,43351.77383191175
15,7,39,32,1,1,1,47461.855327486366
20,33,51,50,0,0,1,101494.75208183835
13,24,28,54,1,0,4,70847.72895705432
14,14,53,64,1,0,4,68015.2952325694
19,27,33,53,1,0,2,89468.3833080782
17,8,23,45,1,0,4,60547.67463371089
19,1,48,27,1,0,3,40462.81399953409
18,16,34,40,0,0,4,62942.38664191514
16,9,36,45,0,1,3,56899.28062066818
20,8,38,51,0,0,0,53611.79516456819
15,30,57,22,1,0,4,91325.20392314957
17,1,28,35,1,0,0,47204.65917687178
13,23,46,23,0,1,1,70445.42140795907
13,18,34,59,0,1,4,62850.58716851428
13,16,56,64,0,0,1,59681.61172775328
18,9,47,40,1,0,0,62877.19676814175
13,27,23,45,0,1,1,76657.68123773413
13,37,40,58,0,0,0,85833.47302229292
20,27,53,30,1,0,2,92701.88489413551
18,0,38,42,0,0,0,50582.526651305336
14,2,56,24,0,0,2,42757.39792912967
14,14,23,19,1,1,1,53161.93103166349
18,9,56,33,1,0,0,57626.73374354544
16,20,51,19,0,1,2,68655.24840358329
17,36,31,53,1,0,0,94130.5283891003
19,14,35,19,0,1,3,60564.60710220893
20,22,33,55,0,0,3,83340.04240759813
12,13,20,27,0,0,1,40567.599896730964
14,14,51,31,0,1,3,63076.65861794144
